epoch,iter,global_epoch,lr,loss_window_median,loss_epoch_running_avg
1,5100,1.7726,1.3e-05,10.5385,11.0568
1,5200,1.7878,1.3e-05,10.8775,11.0544
1,5300,1.8029,1.3e-05,10.6747,11.0491
1,5400,1.8181,1.3e-05,10.792,11.0438
1,5500,1.8332,1.3e-05,10.7185,11.0395
1,5600,1.8484,1.3e-05,10.5703,11.037
1,5700,1.8635,1.3e-05,10.4564,11.0329
1,5800,1.8787,1.3e-05,10.6749,11.0298
1,5900,1.8938,1.3e-05,10.6852,11.0288
1,6000,1.9090,1.3e-05,10.7064,11.0249
1,6100,1.9241,1.3e-05,10.5206,11.0198
1,6200,1.9393,1.3e-05,10.4939,11.0165
1,6300,1.9544,1.3e-05,10.5925,11.0156
1,6400,1.9696,1.3e-05,10.5928,11.0132
1,6500,1.9847,1.3e-05,10.6854,11.011
1,6600,1.9998,1.3e-05,10.6928,11.0081
2,0,2.0000,1.3e-05,11.2007,11.2007
2,100,2.0151,1.3e-05,10.6508,10.7593
2,200,2.0303,1.3e-05,10.6254,10.7728
2,300,2.0454,1.3e-05,10.7592,10.7722
2,400,2.0606,1.3e-05,10.624,10.7663
2,500,2.0757,1.3e-05,10.6535,10.7414
2,600,2.0909,1.3e-05,10.5764,10.7564
2,700,2.1060,1.3e-05,10.474,10.7659
2,800,2.1212,1.3e-05,10.6158,10.7616
2,900,2.1363,1.3e-05,10.508,10.7483
2,1000,2.1515,1.3e-05,10.4925,10.7573
2,1100,2.1666,1.3e-05,10.6217,10.7527
2,1200,2.1818,1.3e-05,10.5901,10.752
2,1300,2.1969,1.3e-05,10.5172,10.7537
2,1400,2.2121,1.3e-05,10.4415,10.7532
2,1500,2.2272,1.3e-05,10.4822,10.7546
2,1600,2.2424,1.3e-05,11.0091,10.7642
2,1700,2.2575,1.3e-05,10.2383,10.7617
2,1800,2.2727,1.3e-05,10.5051,10.7549
2,1900,2.2878,1.3e-05,10.2801,10.7482
2,2000,2.3030,1.3e-05,10.4773,10.7441
2,2100,2.3181,1.3e-05,10.5629,10.7424
2,2200,2.3333,1.3e-05,10.4135,10.7338
2,2300,2.3484,1.3e-05,10.6507,10.7326
2,2400,2.3636,1.3e-05,10.3732,10.731
2,2500,2.3787,1.3e-05,10.6489,10.736
2,2600,2.3939,1.3e-05,10.2799,10.7357
2,2700,2.4090,1.3e-05,10.677,10.7353
2,2800,2.4242,1.3e-05,10.4513,10.736
2,2900,2.4393,1.3e-05,10.8466,10.7379
2,3000,2.4545,1.3e-05,10.4055,10.7362
2,3100,2.4696,1.3e-05,10.6072,10.7363
2,3200,2.4848,1.3e-05,10.6245,10.7342
2,3300,2.4999,1.3e-05,10.4395,10.731
2,3400,2.5151,1.3e-05,10.7763,10.7295
2,3500,2.5302,1.3e-05,10.3109,10.727
2,3600,2.5454,1.3e-05,10.7088,10.7245
2,3700,2.5605,1.3e-05,10.2156,10.7191
2,3800,2.5757,1.3e-05,10.436,10.7162
2,3900,2.5908,1.3e-05,10.401,10.7131
2,4000,2.6060,1.3e-05,10.5446,10.7123
2,4100,2.6211,1.3e-05,10.2124,10.7104
2,4200,2.6363,1.3e-05,10.7402,10.7084
2,4300,2.6514,1.3e-05,10.6142,10.7069
2,4400,2.6666,1.3e-05,10.3933,10.7034
2,4500,2.6817,1.3e-05,10.7419,10.7036
2,4600,2.6969,1.3e-05,10.3427,10.7017
2,4700,2.7120,1.3e-05,10.3862,10.6991
2,4800,2.7272,1.3e-05,10.4425,10.6983
2,4900,2.7423,1.3e-05,10.5291,10.6968
2,5000,2.7575,1.3e-05,10.2603,10.6973
2,5100,2.7726,1.3e-05,10.5862,10.6945
2,5200,2.7878,1.3e-05,10.5165,10.6918
2,5300,2.8029,1.3e-05,10.2268,10.6906
2,5400,2.8181,1.3e-05,10.4167,10.6888
2,5500,2.8332,1.3e-05,10.0592,10.6824
2,5600,2.8484,1.3e-05,10.4138,10.6807
2,5700,2.8635,1.3e-05,10.4238,10.6783
2,5800,2.8787,1.3e-05,10.4507,10.6761
2,5900,2.8938,1.3e-05,10.1347,10.675
2,6000,2.9090,1.3e-05,10.4136,10.6745
2,6100,2.9241,1.3e-05,10.1913,10.6729
2,6200,2.9393,1.3e-05,10.5214,10.6724
2,6300,2.9544,1.3e-05,10.4654,10.6711
2,6400,2.9696,1.3e-05,10.5243,10.669
2,6500,2.9847,1.3e-05,10.4355,10.6667
2,6600,2.9998,1.3e-05,10.5723,10.6657
3,0,3.0000,1.3e-05,10.2081,10.2081
3,100,3.0151,1.3e-05,10.4334,10.5755
3,200,3.0303,1.3e-05,10.4562,10.545
3,300,3.0454,1.3e-05,10.2041,10.5167
3,400,3.0606,1.3e-05,10.4441,10.4762
3,500,3.0757,1.3e-05,10.3974,10.4677
3,600,3.0909,1.3e-05,10.307,10.4704
3,700,3.1060,1.3e-05,10.2548,10.4844
3,800,3.1212,1.3e-05,10.3767,10.4752
3,900,3.1363,1.3e-05,10.3262,10.4757
3,1000,3.1515,1.3e-05,10.4783,10.4664
3,1100,3.1666,1.3e-05,10.2942,10.4741
3,1200,3.1818,1.3e-05,10.3129,10.4637
3,1300,3.1969,1.3e-05,10.2825,10.4617
3,1400,3.2121,1.3e-05,10.1449,10.4684
3,1500,3.2272,1.3e-05,10.224,10.4676
3,1600,3.2424,1.3e-05,10.3687,10.4728
3,1700,3.2575,1.3e-05,10.3341,10.476
3,1800,3.2727,1.3e-05,10.3466,10.474
3,1900,3.2878,1.3e-05,10.1946,10.4766
3,2000,3.3030,1.3e-05,10.2647,10.4727
3,2100,3.3181,1.3e-05,10.3545,10.4693
3,2200,3.3333,1.3e-05,10.0934,10.4643
3,2300,3.3484,1.3e-05,10.235,10.461
3,2400,3.3636,1.3e-05,10.338,10.4643
3,2500,3.3787,1.3e-05,10.2772,10.4606
3,2600,3.3939,1.3e-05,10.1969,10.461
3,2700,3.4090,1.3e-05,10.2078,10.4617
3,2800,3.4242,1.3e-05,10.3307,10.4634
3,2900,3.4393,1.3e-05,10.1526,10.4613
3,3000,3.4545,1.3e-05,10.4905,10.462
3,3100,3.4696,1.3e-05,10.1861,10.4632
3,3200,3.4848,1.3e-05,10.2812,10.4637
3,3300,3.4999,1.3e-05,10.15,10.4641
3,3400,3.5151,1.3e-05,10.5782,10.467
3,3500,3.5302,1.3e-05,10.2224,10.4657
3,3600,3.5454,1.3e-05,10.2878,10.4669
3,3700,3.5605,1.3e-05,10.447,10.4649
3,3800,3.5757,1.3e-05,10.391,10.4633
3,3900,3.5908,1.3e-05,10.0347,10.4616
3,4000,3.6060,1.3e-05,10.2339,10.4604
3,4100,3.6211,1.3e-05,10.3502,10.4577
3,4200,3.6363,1.3e-05,10.1965,10.4578
3,4300,3.6514,1.3e-05,10.1895,10.4555
3,4400,3.6666,1.3e-05,10.2529,10.4556
3,4500,3.6817,1.3e-05,10.2978,10.4539
3,4600,3.6969,1.3e-05,10.1507,10.4535
3,4700,3.7120,1.3e-05,10.1685,10.4516
3,4800,3.7272,1.3e-05,9.9905,10.4492
3,4900,3.7423,1.3e-05,10.2101,10.4488
3,5000,3.7575,1.3e-05,10.2497,10.4472
3,5100,3.7726,1.3e-05,10.2701,10.4454
3,5200,3.7878,1.3e-05,10.0823,10.442
3,5300,3.8029,1.3e-05,10.0462,10.44
3,5400,3.8181,1.3e-05,10.359,10.438
3,5500,3.8332,1.3e-05,10.307,10.4395
3,5600,3.8484,1.3e-05,10.0356,10.4368
3,5700,3.8635,1.3e-05,10.2512,10.4346
3,5800,3.8787,1.3e-05,10.3106,10.4346
3,5900,3.8938,1.3e-05,10.2506,10.4348
3,6000,3.9090,1.3e-05,10.1097,10.4344
3,6100,3.9241,1.3e-05,10.1376,10.4331
3,6200,3.9393,1.3e-05,10.4169,10.4306
3,6300,3.9544,1.3e-05,10.1786,10.4295
3,6400,3.9696,1.3e-05,10.2345,10.4287
3,6500,3.9847,1.3e-05,10.3307,10.4284
3,6600,3.9998,1.3e-05,10.3343,10.4282
4,0,4.0000,1.3e-05,10.608,10.608
4,100,4.0151,1.3e-05,9.9818,10.4749
4,200,4.0303,1.3e-05,10.3027,10.3846
4,300,4.0454,1.3e-05,10.3254,10.3873
4,400,4.0606,1.3e-05,10.172,10.3964
4,500,4.0757,1.3e-05,10.173,10.3776
4,600,4.0909,1.3e-05,10.112,10.3542
4,700,4.1060,1.3e-05,10.0843,10.3468
4,800,4.1212,1.3e-05,10.0302,10.3202
4,900,4.1363,1.3e-05,10.1524,10.3152
4,1000,4.1515,1.3e-05,10.051,10.3135
4,1100,4.1666,1.3e-05,10.2776,10.3055
4,1200,4.1818,1.3e-05,9.8796,10.3071
4,1300,4.1969,1.3e-05,10.2677,10.3105
4,1400,4.2121,1.3e-05,10.2171,10.3138
4,1500,4.2272,1.3e-05,10.2405,10.3177
4,1600,4.2424,1.3e-05,9.9478,10.3103
4,1700,4.2575,1.3e-05,10.2159,10.311
4,1800,4.2727,1.3e-05,10.0536,10.3053
4,1900,4.2878,1.3e-05,10.2983,10.3055
4,2000,4.3030,1.3e-05,10.0553,10.303
4,2100,4.3181,1.3e-05,10.0245,10.2979
4,2200,4.3333,1.3e-05,10.2155,10.2923
4,2300,4.3484,1.3e-05,10.3663,10.2891
4,2400,4.3636,1.3e-05,10.1312,10.286
4,2500,4.3787,1.3e-05,9.9835,10.2851
4,2600,4.3939,1.3e-05,10.1256,10.2883
4,2700,4.4090,1.3e-05,10.2228,10.2926
4,2800,4.4242,1.3e-05,10.165,10.2954
4,2900,4.4393,1.3e-05,10.0894,10.2944
4,3000,4.4545,1.3e-05,10.1285,10.2916
4,3100,4.4696,1.3e-05,9.9708,10.2943
4,3200,4.4848,1.3e-05,9.9342,10.2939
4,3300,4.4999,1.3e-05,10.2087,10.2995
4,3400,4.5151,1.3e-05,10.054,10.3002
4,3500,4.5302,1.3e-05,10.2184,10.3
4,3600,4.5454,1.3e-05,9.9364,10.297
4,3700,4.5605,1.3e-05,10.0174,10.2957
4,3800,4.5757,1.3e-05,9.934,10.2934
4,3900,4.5908,1.3e-05,10.2264,10.2962
4,4000,4.6060,1.3e-05,9.9961,10.2959
4,4100,4.6211,1.3e-05,10.2358,10.2946
4,4200,4.6363,1.3e-05,10.0888,10.2918
4,4300,4.6514,1.3e-05,10.0804,10.2892
4,4400,4.6666,1.3e-05,9.9993,10.2868
4,4500,4.6817,1.3e-05,10.1381,10.2847
4,4600,4.6969,1.3e-05,10.1519,10.283
4,4700,4.7120,1.3e-05,10.1814,10.283
4,4800,4.7272,1.3e-05,10.1954,10.2839
4,4900,4.7423,1.3e-05,10.2857,10.2853
4,5000,4.7575,1.3e-05,9.9952,10.2842
4,5100,4.7726,1.3e-05,10.2182,10.282
4,5200,4.7878,1.3e-05,9.8756,10.2803
4,5300,4.8029,1.3e-05,10.0296,10.2789
4,5400,4.8181,1.3e-05,10.0058,10.2785
4,5500,4.8332,1.3e-05,10.0236,10.2767
4,5600,4.8484,1.3e-05,10.0945,10.2776
4,5700,4.8635,1.3e-05,9.9049,10.2752
4,5800,4.8787,1.3e-05,10.2059,10.2766
4,5900,4.8938,1.3e-05,10.0189,10.2758
4,6000,4.9090,1.3e-05,10.2481,10.2753
4,6100,4.9241,1.3e-05,9.9896,10.2746
4,6200,4.9393,1.3e-05,9.7699,10.2732
4,6300,4.9544,1.3e-05,10.194,10.273
4,6400,4.9696,1.3e-05,10.0758,10.2719
4,6500,4.9847,1.3e-05,9.9408,10.2697
4,6600,4.9998,1.3e-05,10.2305,10.2695
5,0,5.0000,1.3e-05,9.9271,9.9271
5,100,5.0151,1.3e-05,10.0978,10.1103
5,200,5.0303,1.3e-05,10.4356,10.2149
5,300,5.0454,1.3e-05,10.1085,10.2085
5,400,5.0606,1.3e-05,10.0471,10.175
5,500,5.0757,1.3e-05,10.1243,10.1766
5,600,5.0909,1.3e-05,9.9491,10.1674
5,700,5.1060,1.3e-05,9.9949,10.2011
5,800,5.1212,1.3e-05,10.0171,10.2056
5,900,5.1363,1.3e-05,10.0624,10.1982
5,1000,5.1515,1.3e-05,10.3029,10.1998
5,1100,5.1666,1.3e-05,10.0066,10.2058
5,1200,5.1818,1.3e-05,9.9273,10.2009
5,1300,5.1969,1.3e-05,9.9229,10.1946
5,1400,5.2121,1.3e-05,10.1165,10.2024
5,1500,5.2272,1.3e-05,10.0477,10.2009
5,1600,5.2424,1.3e-05,10.1258,10.1972
5,1700,5.2575,1.3e-05,10.0695,10.1947
5,1800,5.2727,1.3e-05,10.1186,10.1886
5,1900,5.2878,1.3e-05,10.1043,10.187
5,2000,5.3030,1.3e-05,10.1093,10.1861
5,2100,5.3181,1.3e-05,10.3377,10.1892
5,2200,5.3333,1.3e-05,10.0084,10.1884
5,2300,5.3484,1.3e-05,9.8946,10.1899
5,2400,5.3636,1.3e-05,10.025,10.1894
5,2500,5.3787,1.3e-05,9.9513,10.1862
5,2600,5.3939,1.3e-05,9.8586,10.1844
5,2700,5.4090,1.3e-05,9.7111,10.1832
5,2800,5.4242,1.3e-05,10.0594,10.1823
5,2900,5.4393,1.3e-05,10.0936,10.179
5,3000,5.4545,1.3e-05,9.9283,10.1762
5,3100,5.4696,1.3e-05,10.0546,10.179
5,3200,5.4848,1.3e-05,10.006,10.1767
5,3300,5.4999,1.3e-05,9.8004,10.1744
5,3400,5.5151,1.3e-05,9.9146,10.1765
5,3500,5.5302,1.3e-05,10.2575,10.1764
5,3600,5.5454,1.3e-05,9.9237,10.1761
5,3700,5.5605,1.3e-05,9.7408,10.1731
5,3800,5.5757,1.3e-05,9.8234,10.1709
5,3900,5.5908,1.3e-05,9.8762,10.1702
5,4000,5.6060,1.3e-05,9.9405,10.1707
5,4100,5.6211,1.3e-05,9.9957,10.1686
5,4200,5.6363,1.3e-05,9.8648,10.1674
5,4300,5.6514,1.3e-05,10.1712,10.1672
5,4400,5.6666,1.3e-05,9.916,10.1666
5,4500,5.6817,1.3e-05,10.0851,10.1663
5,4600,5.6969,1.3e-05,9.9053,10.1666
5,4700,5.7120,1.3e-05,9.9435,10.1641
5,4800,5.7272,1.3e-05,9.9017,10.1611
5,4900,5.7423,1.3e-05,10.3124,10.1605
5,5000,5.7575,1.3e-05,9.9924,10.1608
5,5100,5.7726,1.3e-05,10.032,10.1622
5,5200,5.7878,1.3e-05,9.7415,10.1615
5,5300,5.8029,1.3e-05,10.1191,10.1625
5,5400,5.8181,1.3e-05,9.9547,10.1615
5,5500,5.8332,1.3e-05,10.0791,10.1626
5,5600,5.8484,1.3e-05,10.068,10.1616
5,5700,5.8635,1.3e-05,9.7408,10.1578
5,5800,5.8787,1.3e-05,9.9629,10.1573
5,5900,5.8938,1.3e-05,10.0452,10.159
5,6000,5.9090,1.3e-05,10.0626,10.1595
5,6100,5.9241,1.3e-05,10.0478,10.1584
5,6200,5.9393,1.3e-05,9.9752,10.1567
5,6300,5.9544,1.3e-05,9.9919,10.1576
5,6400,5.9696,1.3e-05,10.0333,10.1568
5,6500,5.9847,1.3e-05,9.9683,10.1569
5,6600,5.9998,1.3e-05,9.9807,10.1572
6,0,6.0000,1.3e-05,9.891,9.891
6,100,6.0151,1.3e-05,9.584,9.9584
6,200,6.0303,1.3e-05,9.9546,9.985
6,300,6.0454,1.3e-05,9.8782,10.0412
6,400,6.0606,1.3e-05,10.0966,10.035
6,500,6.0757,1.3e-05,9.9024,10.0658
6,600,6.0909,1.3e-05,9.8908,10.0718
6,700,6.1060,1.3e-05,10.0473,10.0902
6,800,6.1212,1.3e-05,9.9667,10.0825
6,900,6.1363,1.3e-05,10.1461,10.0919
6,1000,6.1515,1.3e-05,9.9836,10.0891
6,1100,6.1666,1.3e-05,9.5758,10.0788
6,1200,6.1818,1.3e-05,9.8352,10.0753
6,1300,6.1969,1.3e-05,10.097,10.0787
6,1400,6.2121,1.3e-05,9.82,10.0756
6,1500,6.2272,1.3e-05,9.9088,10.0707
6,1600,6.2424,1.3e-05,9.7931,10.0674
6,1700,6.2575,1.3e-05,9.9098,10.07
6,1800,6.2727,1.3e-05,9.7418,10.0699
6,1900,6.2878,1.3e-05,9.8247,10.0726
6,2000,6.3030,1.3e-05,9.8609,10.0694
6,2100,6.3181,1.3e-05,9.9185,10.0753
6,2200,6.3333,1.3e-05,9.9661,10.0757
6,2300,6.3484,1.3e-05,9.7815,10.0728
6,2400,6.3636,1.3e-05,10.0741,10.0758
6,2500,6.3787,1.3e-05,9.8514,10.0699
6,2600,6.3939,1.3e-05,9.8209,10.0666
6,2700,6.4090,1.3e-05,9.7032,10.0661
6,2800,6.4242,1.3e-05,9.9433,10.0632
6,2900,6.4393,1.3e-05,9.9429,10.0613
6,3000,6.4545,1.3e-05,9.8081,10.0589
6,3100,6.4696,1.3e-05,9.8918,10.0617
6,3200,6.4848,1.3e-05,10.1854,10.0661
6,3300,6.4999,1.3e-05,9.8375,10.0639
6,3400,6.5151,1.3e-05,10.1485,10.0661
6,3500,6.5302,1.3e-05,9.8562,10.0644
6,3600,6.5454,1.3e-05,9.9723,10.064
6,3700,6.5605,1.3e-05,9.8685,10.0614
6,3800,6.5757,1.3e-05,9.8604,10.0603
6,3900,6.5908,1.3e-05,10.0108,10.0584
6,4000,6.6060,1.3e-05,9.9353,10.0572
6,4100,6.6211,1.3e-05,9.9336,10.0566
6,4200,6.6363,1.3e-05,9.6533,10.0533
6,4300,6.6514,1.3e-05,10.0239,10.0514
6,4400,6.6666,1.3e-05,9.8065,10.0534
6,4500,6.6817,1.3e-05,9.7973,10.0529
6,4600,6.6969,1.3e-05,10.0886,10.0517
6,4700,6.7120,1.3e-05,9.6927,10.0504
6,4800,6.7272,1.3e-05,9.937,10.0488
6,4900,6.7423,1.3e-05,10.1172,10.0473
6,5000,6.7575,1.3e-05,9.744,10.0441
6,5100,6.7726,1.3e-05,9.9912,10.0436
6,5200,6.7878,1.3e-05,9.6674,10.0428
6,5300,6.8029,1.3e-05,9.9274,10.0445
6,5400,6.8181,1.3e-05,9.8226,10.0435
6,5500,6.8332,1.3e-05,9.8121,10.0413
6,5600,6.8484,1.3e-05,9.7241,10.0397
6,5700,6.8635,1.3e-05,9.8728,10.0397
6,5800,6.8787,1.3e-05,9.9327,10.0382
6,5900,6.8938,1.3e-05,10.1364,10.0375
6,6000,6.9090,1.3e-05,10.1021,10.0371
6,6100,6.9241,1.3e-05,9.9963,10.0369
6,6200,6.9393,1.3e-05,9.7973,10.0363
6,6300,6.9544,1.3e-05,9.8372,10.0362
6,6400,6.9696,1.3e-05,9.6845,10.0352
6,6500,6.9847,1.3e-05,10.1123,10.0343
6,6600,6.9998,1.3e-05,9.8306,10.0326
7,0,7.0000,1.3e-05,9.7024,9.7024
7,100,7.0151,1.3e-05,9.6886,9.9565
7,200,7.0303,1.3e-05,9.7922,9.9294
7,300,7.0454,1.3e-05,9.7327,9.9062
7,400,7.0606,1.3e-05,9.8701,9.9297
7,500,7.0757,1.3e-05,9.8663,9.9397
7,600,7.0909,1.3e-05,9.886,9.9337
7,700,7.1060,1.3e-05,9.8354,9.9337
7,800,7.1212,1.3e-05,9.9072,9.9423
7,900,7.1363,1.3e-05,9.6706,9.9413
7,1000,7.1515,1.3e-05,9.8725,9.9461
7,1100,7.1666,1.3e-05,9.7204,9.9417
7,1200,7.1818,1.3e-05,10.0559,9.9377
7,1300,7.1969,1.3e-05,9.7273,9.9372
7,1400,7.2121,1.3e-05,9.8273,9.9366
7,1500,7.2272,1.3e-05,9.908,9.943
7,1600,7.2424,1.3e-05,9.6468,9.9455
7,1700,7.2575,1.3e-05,9.6672,9.9413
7,1800,7.2727,1.3e-05,10.0546,9.946
7,1900,7.2878,1.3e-05,9.8478,9.9594
7,2000,7.3030,1.3e-05,9.772,9.9587
7,2100,7.3181,1.3e-05,9.7962,9.9584
7,2200,7.3333,1.3e-05,9.7646,9.9591
7,2300,7.3484,1.3e-05,9.9437,9.9579
7,2400,7.3636,1.3e-05,9.8107,9.9546
7,2500,7.3787,1.3e-05,9.7606,9.9548
7,2600,7.3939,1.3e-05,9.7329,9.9593
7,2700,7.4090,1.3e-05,9.7166,9.9566
7,2800,7.4242,1.3e-05,9.8719,9.956
7,2900,7.4393,1.3e-05,9.704,9.9508
7,3000,7.4545,1.3e-05,9.9137,9.9533
7,3100,7.4696,1.3e-05,9.97,9.9524
7,3200,7.4848,1.3e-05,9.9121,9.9544
7,3300,7.4999,1.3e-05,9.6537,9.9537
7,3400,7.5151,1.3e-05,9.8502,9.9539
7,3500,7.5302,1.3e-05,9.8182,9.9565
7,3600,7.5454,1.3e-05,9.5206,9.9538
7,3700,7.5605,1.3e-05,9.7964,9.9546
7,3800,7.5757,1.3e-05,9.7961,9.9521
7,3900,7.5908,1.3e-05,10.0282,9.9524
7,4000,7.6060,1.3e-05,10.0773,9.9553
7,4100,7.6211,1.3e-05,9.5748,9.9542
7,4200,7.6363,1.3e-05,9.7358,9.955
7,4300,7.6514,1.3e-05,9.8284,9.9564
7,4400,7.6666,1.3e-05,9.9078,9.9578
7,4500,7.6817,1.3e-05,9.9034,9.9567
7,4600,7.6969,1.3e-05,9.7823,9.954
7,4700,7.7120,1.3e-05,9.9081,9.9546
7,4800,7.7272,1.3e-05,9.7312,9.9557
7,4900,7.7423,1.3e-05,9.8376,9.9538
7,5000,7.7575,1.3e-05,9.929,9.956
7,5100,7.7726,1.3e-05,9.7155,9.9555
7,5200,7.7878,1.3e-05,9.7906,9.9565
7,5300,7.8029,1.3e-05,9.7359,9.957
7,5400,7.8181,1.3e-05,9.7167,9.9562
