epoch,iter,global_epoch,lr,loss_window_median,loss_epoch_running_avg
7,5500,7.8332,1.3e-05,9.9278,9.9567
7,5600,7.8484,1.3e-05,9.884,9.9549
7,5700,7.8635,1.3e-05,9.6777,9.9543
7,5800,7.8787,1.3e-05,9.7127,9.9533
7,5900,7.8938,1.3e-05,9.8933,9.9533
7,6000,7.9090,1.3e-05,9.9098,9.952
7,6100,7.9241,1.3e-05,9.8487,9.9498
7,6200,7.9393,1.3e-05,9.8196,9.9472
7,6300,7.9544,1.3e-05,9.6369,9.9457
7,6400,7.9696,1.3e-05,9.9446,9.9448
7,6500,7.9847,1.3e-05,9.7386,9.9452
7,6600,7.9998,1.3e-05,9.7502,9.943
8,0,8.0000,1.3e-05,10.3652,10.3652
8,100,8.0151,1.3e-05,9.5964,9.7492
8,200,8.0303,1.3e-05,9.9097,9.8014
8,300,8.0454,1.3e-05,9.6679,9.8363
8,400,8.0606,1.3e-05,9.7045,9.8411
8,500,8.0757,1.3e-05,9.6345,9.8594
8,600,8.0909,1.3e-05,10.0236,9.8697
8,700,8.1060,1.3e-05,9.7315,9.8793
8,800,8.1212,1.3e-05,9.6328,9.8794
8,900,8.1363,1.3e-05,9.9429,9.8984
8,1000,8.1515,1.3e-05,9.6411,9.8984
8,1100,8.1666,1.3e-05,9.8051,9.9009
8,1200,8.1818,1.3e-05,9.7468,9.9001
8,1300,8.1969,1.3e-05,10.0714,9.9093
8,1400,8.2121,1.3e-05,9.7232,9.8995
8,1500,8.2272,1.3e-05,9.7989,9.9003
8,1600,8.2424,1.3e-05,9.8833,9.8955
8,1700,8.2575,1.3e-05,9.828,9.8949
8,1800,8.2727,1.3e-05,9.8872,9.8981
8,1900,8.2878,1.3e-05,9.5726,9.8965
8,2000,8.3030,1.3e-05,9.6747,9.8987
8,2100,8.3181,1.3e-05,9.7325,9.8992
8,2200,8.3333,1.3e-05,9.719,9.9036
8,2300,8.3484,1.3e-05,9.7545,9.9056
8,2400,8.3636,1.3e-05,9.8682,9.9022
8,2500,8.3787,1.3e-05,9.9161,9.9011
8,2600,8.3939,1.3e-05,9.6731,9.9003
8,2700,8.4090,1.3e-05,9.8984,9.8997
8,2800,8.4242,1.3e-05,9.7446,9.9001
8,2900,8.4393,1.3e-05,9.7187,9.8972
8,3000,8.4545,1.3e-05,9.8255,9.8965
8,3100,8.4696,1.3e-05,9.8408,9.8957
8,3200,8.4848,1.3e-05,9.8008,9.8957
8,3300,8.4999,1.3e-05,9.8247,9.898
8,3400,8.5151,1.3e-05,10.0987,9.9007
8,3500,8.5302,1.3e-05,9.7015,9.9014
8,3600,8.5454,1.3e-05,9.8636,9.9026
8,3700,8.5605,1.3e-05,9.8532,9.9022
8,3800,8.5757,1.3e-05,9.7063,9.8981
8,3900,8.5908,1.3e-05,9.7339,9.8953
8,4000,8.6060,1.3e-05,9.7974,9.8968
8,4100,8.6211,1.3e-05,9.7482,9.8957
8,4200,8.6363,1.3e-05,10.0065,9.8943
8,4300,8.6514,1.3e-05,9.6712,9.8949
8,4400,8.6666,1.3e-05,9.6927,9.8926
8,4500,8.6817,1.3e-05,9.8276,9.8912
8,4600,8.6969,1.3e-05,9.912,9.8942
8,4700,8.7120,1.3e-05,9.7133,9.8923
8,4800,8.7272,1.3e-05,9.689,9.8917
8,4900,8.7423,1.3e-05,9.7811,9.8904
8,5000,8.7575,1.3e-05,9.7463,9.8885
8,5100,8.7726,1.3e-05,9.8151,9.8893
8,5200,8.7878,1.3e-05,9.8341,9.8903
8,5300,8.8029,1.3e-05,9.7714,9.8897
8,5400,8.8181,1.3e-05,9.7431,9.8891
8,5500,8.8332,1.3e-05,9.7834,9.8874
8,5600,8.8484,1.3e-05,9.6209,9.888
8,5700,8.8635,1.3e-05,9.8002,9.8864
8,5800,8.8787,1.3e-05,9.824,9.8867
8,5900,8.8938,1.3e-05,9.7876,9.887
8,6000,8.9090,1.3e-05,9.702,9.8855
8,6100,8.9241,1.3e-05,9.7643,9.8855
8,6200,8.9393,1.3e-05,9.6674,9.8845
8,6300,8.9544,1.3e-05,9.6755,9.8844
8,6400,8.9696,1.3e-05,9.9801,9.8848
8,6500,8.9847,1.3e-05,9.5997,9.8842
8,6600,8.9998,1.3e-05,9.6421,9.8843
9,0,9.0000,1.3e-05,10.1659,10.1659
9,100,9.0151,1.3e-05,9.7329,9.8374
9,200,9.0303,1.3e-05,9.6829,9.8064
9,300,9.0454,1.3e-05,9.8588,9.7923
9,400,9.0606,1.3e-05,9.6199,9.8101
9,500,9.0757,1.3e-05,9.6723,9.8129
9,600,9.0909,1.3e-05,9.6768,9.8121
9,700,9.1060,1.3e-05,10.2759,9.8225
9,800,9.1212,1.3e-05,9.5938,9.8181
9,900,9.1363,1.3e-05,9.7231,9.8152
9,1000,9.1515,1.3e-05,9.59,9.8218
9,1100,9.1666,1.3e-05,9.9219,9.823
9,1200,9.1818,1.3e-05,9.7387,9.8297
9,1300,9.1969,1.3e-05,9.8117,9.8255
9,1400,9.2121,1.3e-05,9.9362,9.827
9,1500,9.2272,1.3e-05,9.6804,9.8264
9,1600,9.2424,1.3e-05,9.6745,9.8263
9,1700,9.2575,1.3e-05,9.7492,9.8269
9,1800,9.2727,1.3e-05,9.7157,9.8287
9,1900,9.2878,1.3e-05,9.5261,9.8289
9,2000,9.3030,1.3e-05,9.7376,9.8333
9,2100,9.3181,1.3e-05,9.6162,9.8403
9,2200,9.3333,1.3e-05,9.6983,9.8367
9,2300,9.3484,1.3e-05,9.6701,9.8358
9,2400,9.3636,1.3e-05,9.6579,9.8342
9,2500,9.3787,1.3e-05,9.5698,9.8303
9,2600,9.3939,1.3e-05,9.6359,9.8319
9,2700,9.4090,1.3e-05,9.8643,9.8326
9,2800,9.4242,1.3e-05,9.8911,9.8323
9,2900,9.4393,1.3e-05,9.7034,9.8306
9,3000,9.4545,1.3e-05,9.5904,9.8269
9,3100,9.4696,1.3e-05,9.5535,9.8205
9,3200,9.4848,1.3e-05,9.7257,9.8208
9,3300,9.4999,1.3e-05,9.7571,9.821
9,3400,9.5151,1.3e-05,9.8778,9.8215
9,3500,9.5302,1.3e-05,9.9233,9.8224
9,3600,9.5454,1.3e-05,9.7712,9.8205
9,3700,9.5605,1.3e-05,9.6992,9.8196
9,3800,9.5757,1.3e-05,9.7014,9.8181
9,3900,9.5908,1.3e-05,9.7029,9.8188
9,4000,9.6060,1.3e-05,9.5486,9.8168
9,4100,9.6211,1.3e-05,9.6242,9.8143
9,4200,9.6363,1.3e-05,9.4746,9.8138
9,4300,9.6514,1.3e-05,9.6009,9.8122
9,4400,9.6666,1.3e-05,9.6989,9.8131
9,4500,9.6817,1.3e-05,9.5593,9.8131
9,4600,9.6969,1.3e-05,9.7664,9.813
9,4700,9.7120,1.3e-05,9.6414,9.81
9,4800,9.7272,1.3e-05,9.6808,9.8095
9,4900,9.7423,1.3e-05,9.7011,9.8076
9,5000,9.7575,1.3e-05,9.7174,9.8072
9,5100,9.7726,1.3e-05,9.7498,9.8069
9,5200,9.7878,1.3e-05,9.6322,9.8059
9,5300,9.8029,1.3e-05,9.5569,9.8046
9,5400,9.8181,1.3e-05,9.812,9.8058
9,5500,9.8332,1.3e-05,9.4055,9.8036
9,5600,9.8484,1.3e-05,9.6608,9.8019
9,5700,9.8635,1.3e-05,9.7778,9.8009
9,5800,9.8787,1.3e-05,9.5472,9.7999
9,5900,9.8938,1.3e-05,9.8074,9.8004
9,6000,9.9090,1.3e-05,9.5859,9.7991
9,6100,9.9241,1.3e-05,9.8892,9.7989
9,6200,9.9393,1.3e-05,9.5735,9.7979
9,6300,9.9544,1.3e-05,9.6408,9.7978
9,6400,9.9696,1.3e-05,9.8541,9.7993
9,6500,9.9847,1.3e-05,9.7392,9.7988
9,6600,9.9998,1.3e-05,9.7151,9.7985
10,0,10.0000,1.3e-05,9.5129,9.5129
10,100,10.0151,1.3e-05,9.9602,9.8283
10,200,10.0303,1.3e-05,9.5052,9.7879
10,300,10.0454,1.3e-05,9.6794,9.7824
10,400,10.0606,1.3e-05,9.6288,9.7997
10,500,10.0757,1.3e-05,9.7148,9.7861
10,600,10.0909,1.3e-05,9.6425,9.7842
10,700,10.1060,1.3e-05,9.7625,9.7826
10,800,10.1212,1.3e-05,9.5677,9.7797
10,900,10.1363,1.3e-05,9.6696,9.7704
10,1000,10.1515,1.3e-05,9.7647,9.778
10,1100,10.1666,1.3e-05,9.6363,9.7796
10,1200,10.1818,1.3e-05,9.6263,9.7751
10,1300,10.1969,1.3e-05,9.82,9.7756
10,1400,10.2121,1.3e-05,9.639,9.7755
10,1500,10.2272,1.3e-05,9.7634,9.7753
10,1600,10.2424,1.3e-05,9.5985,9.7675
10,1700,10.2575,1.3e-05,9.6753,9.7646
10,1800,10.2727,1.3e-05,9.7208,9.7688
10,1900,10.2878,1.3e-05,9.8038,9.7716
10,2000,10.3030,1.3e-05,9.6595,9.7679
10,2100,10.3181,1.3e-05,9.5662,9.76
10,2200,10.3333,1.3e-05,9.7269,9.7617
10,2300,10.3484,1.3e-05,9.5618,9.7576
10,2400,10.3636,1.3e-05,9.5102,9.7546
10,2500,10.3787,1.3e-05,9.6829,9.7538
10,2600,10.3939,1.3e-05,9.5557,9.7545
10,2700,10.4090,1.3e-05,9.81,9.7545
10,2800,10.4242,1.3e-05,9.8118,9.7553
10,2900,10.4393,1.3e-05,9.5522,9.7553
10,3000,10.4545,1.3e-05,9.511,9.7516
10,3100,10.4696,1.3e-05,9.726,9.7508
10,3200,10.4848,1.3e-05,9.5048,9.7494
10,3300,10.4999,1.3e-05,9.4634,9.7483
10,3400,10.5151,1.3e-05,9.5509,9.752
10,3500,10.5302,1.3e-05,9.521,9.7514
10,3600,10.5454,1.3e-05,9.8029,9.752
10,3700,10.5605,1.3e-05,9.6386,9.7518
10,3800,10.5757,1.3e-05,9.5857,9.7498
10,3900,10.5908,1.3e-05,9.7594,9.7497
10,4000,10.6060,1.3e-05,9.9574,9.7506
10,4100,10.6211,1.3e-05,9.5072,9.7508
10,4200,10.6363,1.3e-05,9.7132,9.7531
10,4300,10.6514,1.3e-05,9.583,9.7545
10,4400,10.6666,1.3e-05,9.563,9.7537
10,4500,10.6817,1.3e-05,9.7185,9.7529
10,4600,10.6969,1.3e-05,9.4499,9.7502
10,4700,10.7120,1.3e-05,9.7509,9.7513
10,4800,10.7272,1.3e-05,9.6957,9.7482
10,4900,10.7423,1.3e-05,9.5639,9.7524
10,5000,10.7575,1.3e-05,9.4912,9.7509
10,5100,10.7726,1.3e-05,9.6943,9.7504
10,5200,10.7878,1.3e-05,9.6047,9.7493
10,5300,10.8029,1.3e-05,9.4188,9.7503
10,5400,10.8181,1.3e-05,9.5227,9.7489
10,5500,10.8332,1.3e-05,9.7306,9.7493
10,5600,10.8484,1.3e-05,9.5863,9.7488
10,5700,10.8635,1.3e-05,9.5802,9.7502
10,5800,10.8787,1.3e-05,9.4662,9.7497
10,5900,10.8938,1.3e-05,9.5641,9.7488
10,6000,10.9090,1.3e-05,9.3759,9.7491
10,6100,10.9241,1.3e-05,9.7077,9.7472
10,6200,10.9393,1.3e-05,9.6695,9.748
10,6300,10.9544,1.3e-05,9.7594,9.7467
10,6400,10.9696,1.3e-05,9.4714,9.7451
10,6500,10.9847,1.3e-05,9.6427,9.7448
10,6600,10.9998,1.3e-05,9.7026,9.744
11,100,11.0151,1.3e-05,9.5061,9.8925
11,200,11.0303,1.3e-05,9.4803,9.7801
11,300,11.0454,1.3e-05,9.623,9.73
11,400,11.0606,1.3e-05,9.7598,9.7321
11,500,11.0757,1.3e-05,9.5024,9.7378
11,600,11.0909,1.3e-05,9.6458,9.7469
11,700,11.1060,1.3e-05,9.5038,9.7315
11,800,11.1212,1.3e-05,9.5961,9.7165
11,900,11.1363,1.3e-05,9.5535,9.7169
11,1000,11.1515,1.3e-05,9.8394,9.7141
11,1100,11.1666,1.3e-05,9.6883,9.7202
11,1200,11.1818,1.3e-05,9.596,9.7201
11,1300,11.1969,1.3e-05,9.5362,9.7131
11,1400,11.2121,1.3e-05,9.7498,9.7146
11,1500,11.2272,1.3e-05,9.6798,9.714
11,1600,11.2424,1.3e-05,9.585,9.7171
11,1700,11.2575,1.3e-05,9.536,9.7147
11,1800,11.2727,1.3e-05,9.5889,9.7131
11,1900,11.2878,1.3e-05,9.4931,9.7132
11,2000,11.3030,1.3e-05,9.7594,9.7158
11,2100,11.3181,1.3e-05,9.5503,9.71
11,2200,11.3333,1.3e-05,9.3647,9.7082
11,2300,11.3484,1.3e-05,9.4414,9.7081
11,2400,11.3636,1.3e-05,9.6099,9.7064
11,2500,11.3787,1.3e-05,9.3648,9.7041
11,2600,11.3939,1.3e-05,9.6779,9.7008
11,2700,11.4090,1.3e-05,9.5956,9.6984
11,2800,11.4242,1.3e-05,9.4686,9.6977
11,2900,11.4393,1.3e-05,9.4844,9.6969
11,3000,11.4545,1.3e-05,9.7151,9.6933
11,3100,11.4696,1.3e-05,9.5923,9.6941
11,3200,11.4848,1.3e-05,9.5316,9.6934
11,3300,11.4999,1.3e-05,9.4717,9.6915
11,3400,11.5151,1.3e-05,9.8921,9.695
11,3500,11.5302,1.3e-05,9.5672,9.6949
11,3600,11.5454,1.3e-05,9.6444,9.6944
11,3700,11.5605,1.3e-05,9.366,9.6953
11,3800,11.5757,1.3e-05,9.6429,9.6968
11,3900,11.5908,1.3e-05,9.6344,9.6987
11,4000,11.6060,1.3e-05,9.6268,9.6975
11,4100,11.6211,1.3e-05,9.726,9.7018
11,4200,11.6363,1.3e-05,9.6141,9.6996
11,4300,11.6514,1.3e-05,9.7252,9.6994
11,4400,11.6666,1.3e-05,9.4058,9.6997
11,4500,11.6817,1.3e-05,9.5547,9.6993
11,4600,11.6969,1.3e-05,9.6059,9.698
11,4700,11.7120,1.3e-05,9.5828,9.6974
11,4800,11.7272,1.3e-05,9.6875,9.6967
11,4900,11.7423,1.3e-05,9.6828,9.6967
11,5000,11.7575,1.3e-05,9.5425,9.6973
11,5100,11.7726,1.3e-05,9.5867,9.6942
11,5200,11.7878,1.3e-05,9.6456,9.6925
11,5300,11.8029,1.3e-05,9.5187,9.6903
11,5400,11.8181,1.3e-05,9.5034,9.688
11,5500,11.8332,1.3e-05,9.5053,9.6863
11,5600,11.8484,1.3e-05,9.4982,9.6857
11,5700,11.8635,1.3e-05,9.6345,9.6859
11,5800,11.8787,1.3e-05,9.483,9.6862
11,5900,11.8938,1.3e-05,9.4945,9.6865
11,6000,11.9090,1.3e-05,9.5312,9.6843
11,6100,11.9241,1.3e-05,9.4254,9.6843
11,6200,11.9393,1.3e-05,9.5949,9.6837
11,6300,11.9544,1.3e-05,9.6881,9.6847
11,6400,11.9696,1.3e-05,9.4112,9.6831
11,6500,11.9847,1.3e-05,9.5067,9.6827
11,6600,11.9998,1.3e-05,9.6872,9.6834
12,0,12.0000,1.3e-05,9.9686,9.9686
12,100,12.0151,1.3e-05,9.5922,9.5953
12,200,12.0303,1.3e-05,9.509,9.6314
12,300,12.0454,1.3e-05,9.4668,9.6277
12,400,12.0606,1.3e-05,9.5002,9.631
12,500,12.0757,1.3e-05,9.5512,9.6298
12,600,12.0909,1.3e-05,9.7033,9.6443
12,700,12.1060,1.3e-05,9.5223,9.6362
12,800,12.1212,1.3e-05,9.6272,9.6318
12,900,12.1363,1.3e-05,9.4676,9.6325
12,1000,12.1515,1.3e-05,9.5417,9.6354
12,1100,12.1666,1.3e-05,9.6748,9.6409
12,1200,12.1818,1.3e-05,9.6074,9.6416
12,1300,12.1969,1.3e-05,9.6884,9.651
12,1400,12.2121,1.3e-05,9.7028,9.6531
12,1500,12.2272,1.3e-05,9.5312,9.6551
12,1600,12.2424,1.3e-05,9.6576,9.6541
12,1700,12.2575,1.3e-05,9.5182,9.6543
12,1800,12.2727,1.3e-05,9.5374,9.6539
12,1900,12.2878,1.3e-05,9.6631,9.6581
12,2000,12.3030,1.3e-05,9.656,9.6583
12,2100,12.3181,1.3e-05,9.5658,9.6552
12,2200,12.3333,1.3e-05,9.5681,9.6561
12,2300,12.3484,1.3e-05,9.7639,9.6579
12,2400,12.3636,1.3e-05,9.6967,9.6591
12,2500,12.3787,1.3e-05,9.6932,9.6588
12,2600,12.3939,1.3e-05,9.4246,9.658
12,2700,12.4090,1.3e-05,9.6243,9.6541
12,2800,12.4242,1.3e-05,9.6075,9.6532
12,2900,12.4393,1.3e-05,9.4755,9.652
12,3000,12.4545,1.3e-05,9.6874,9.6528
12,3100,12.4696,1.3e-05,9.4858,9.6522
12,3200,12.4848,1.3e-05,9.4535,9.6488
12,3300,12.4999,1.3e-05,9.5621,9.6485
12,3400,12.5151,1.3e-05,9.5228,9.6483
12,3500,12.5302,1.3e-05,9.5593,9.6455
12,3600,12.5454,1.3e-05,9.5326,9.6443
12,3700,12.5605,1.3e-05,9.7453,9.645
12,3800,12.5757,1.3e-05,9.6046,9.6443
12,3900,12.5908,1.3e-05,9.6346,9.6472
12,4000,12.6060,1.3e-05,9.4316,9.6493
12,4100,12.6211,1.3e-05,9.5118,9.6512
12,4200,12.6363,1.3e-05,9.6816,9.6535
12,4300,12.6514,1.3e-05,9.5992,9.6535
12,4400,12.6666,1.3e-05,9.4968,9.6563
12,4500,12.6817,1.3e-05,9.383,9.6582
12,4600,12.6969,1.3e-05,9.5022,9.6587
12,4700,12.7120,1.3e-05,9.6527,9.658
12,4800,12.7272,1.3e-05,9.5653,9.6561
12,4900,12.7423,1.3e-05,9.5363,9.6564
12,5000,12.7575,1.3e-05,9.5834,9.6555
12,5100,12.7726,1.3e-05,9.4568,9.6552
12,5200,12.7878,1.3e-05,9.5705,9.6549
12,5300,12.8029,1.3e-05,9.6184,9.654
12,5400,12.8181,1.3e-05,9.4426,9.6529
12,5500,12.8332,1.3e-05,9.4913,9.6528
12,5600,12.8484,1.3e-05,9.6879,9.6533
12,5700,12.8635,1.3e-05,9.4713,9.6524
12,5800,12.8787,1.3e-05,9.2024,9.6503
12,5900,12.8938,1.3e-05,9.7134,9.6505
12,6000,12.9090,1.3e-05,9.5835,9.6494
12,6100,12.9241,1.3e-05,9.444,9.648
12,6200,12.9393,1.3e-05,9.5077,9.6465
12,6300,12.9544,1.3e-05,9.5527,9.6462
12,6400,12.9696,1.3e-05,9.5641,9.6455
12,6500,12.9847,1.3e-05,9.5707,9.648
12,6600,12.9998,1.3e-05,9.4561,9.6456
13,0,13.0000,1.3e-05,9.616,9.616
13,100,13.0151,1.3e-05,9.5506,9.5378
13,200,13.0303,1.3e-05,9.545,9.5919
13,300,13.0454,1.3e-05,9.3944,9.5873
13,400,13.0606,1.3e-05,9.4882,9.6002
13,500,13.0757,1.3e-05,9.5911,9.5933
13,600,13.0909,1.3e-05,9.7537,9.6113
13,700,13.1060,1.3e-05,9.7558,9.6235
13,800,13.1212,1.3e-05,9.5001,9.616
13,900,13.1363,1.3e-05,9.6822,9.6122
13,1000,13.1515,1.3e-05,9.4853,9.6132
13,1100,13.1666,1.3e-05,9.5869,9.6081
13,1200,13.1818,1.3e-05,9.4689,9.6051
13,1300,13.1969,1.3e-05,9.6214,9.6102
13,1400,13.2121,1.3e-05,9.4174,9.61
13,1500,13.2272,1.3e-05,9.5247,9.6154
13,1600,13.2424,1.3e-05,9.3484,9.6099
13,1700,13.2575,1.3e-05,9.6959,9.6145
13,1800,13.2727,1.3e-05,9.3337,9.6114
13,1900,13.2878,1.3e-05,9.4066,9.611
13,2000,13.3030,1.3e-05,9.6084,9.6186
13,2100,13.3181,1.3e-05,9.4026,9.6168
13,2200,13.3333,1.3e-05,9.5661,9.6143
13,2300,13.3484,1.3e-05,9.4596,9.6131
13,2400,13.3636,1.3e-05,9.3933,9.6129
13,2500,13.3787,1.3e-05,9.353,9.6107
13,2600,13.3939,1.3e-05,9.7014,9.6097
13,2700,13.4090,1.3e-05,9.4019,9.6079
13,2800,13.4242,1.3e-05,9.4103,9.6081
13,2900,13.4393,1.3e-05,9.6579,9.6103
13,3000,13.4545,1.3e-05,9.5862,9.6094
13,3100,13.4696,1.3e-05,9.4651,9.6075
13,3200,13.4848,1.3e-05,9.3736,9.6092
13,3300,13.4999,1.3e-05,9.4912,9.608
13,3400,13.5151,1.3e-05,9.5004,9.6062
13,3500,13.5302,1.3e-05,9.408,9.6042
13,3600,13.5454,1.3e-05,9.4575,9.6027
13,3700,13.5605,1.3e-05,9.3413,9.6004
13,3800,13.5757,1.3e-05,9.5727,9.6009
13,3900,13.5908,1.3e-05,9.3499,9.6009
13,4000,13.6060,1.3e-05,9.4058,9.5996
13,4100,13.6211,1.3e-05,9.7579,9.6022
13,4200,13.6363,1.3e-05,9.4332,9.6019
13,4300,13.6514,1.3e-05,9.5864,9.6024
13,4400,13.6666,1.3e-05,9.4882,9.6009
13,4500,13.6817,1.3e-05,9.6603,9.6003
13,4600,13.6969,1.3e-05,9.4755,9.5992
13,4700,13.7120,1.3e-05,9.3566,9.5979
13,4800,13.7272,1.3e-05,9.3891,9.5978
13,4900,13.7423,1.3e-05,9.5951,9.5969
13,5000,13.7575,1.3e-05,9.6373,9.5963
13,5100,13.7726,1.3e-05,9.4688,9.5961
13,5200,13.7878,1.3e-05,9.3305,9.5947
13,5300,13.8029,1.3e-05,9.5005,9.5943
13,5400,13.8181,1.3e-05,9.4042,9.5922
13,5500,13.8332,1.3e-05,9.638,9.5915
13,5600,13.8484,1.3e-05,9.4163,9.5912
13,5700,13.8635,1.3e-05,9.3796,9.5926
13,5800,13.8787,1.3e-05,9.5963,9.5934
13,5900,13.8938,1.3e-05,9.2081,9.5904
13,6000,13.9090,1.3e-05,9.3927,9.59
13,6100,13.9241,1.3e-05,9.4047,9.5897
13,6200,13.9393,1.3e-05,9.4006,9.5892
13,6300,13.9544,1.3e-05,9.2696,9.5888
13,6400,13.9696,1.3e-05,9.2662,9.5882
13,6500,13.9847,1.3e-05,9.7229,9.588
13,6600,13.9998,1.3e-05,9.5831,9.5879
14,0,14.0000,1.3e-05,8.9205,8.9205
14,100,14.0151,1.3e-05,9.4588,9.5462
14,200,14.0303,1.3e-05,9.3934,9.5405
14,300,14.0454,1.3e-05,9.6505,9.557
14,400,14.0606,1.3e-05,9.4015,9.5498
14,500,14.0757,1.3e-05,9.4943,9.5721
14,600,14.0909,1.3e-05,9.4542,9.5528
14,700,14.1060,1.3e-05,9.5955,9.5636
14,800,14.1212,1.3e-05,9.4562,9.5602
14,900,14.1363,1.3e-05,9.4948,9.5674
14,1000,14.1515,1.3e-05,9.4397,9.5609
14,1100,14.1666,1.3e-05,9.4599,9.5603
14,1200,14.1818,1.3e-05,9.6424,9.5624
14,1300,14.1969,1.3e-05,9.5017,9.5664
14,1400,14.2121,1.3e-05,9.4872,9.5653
14,1500,14.2272,1.3e-05,9.4247,9.5644
14,1600,14.2424,1.3e-05,9.3157,9.5575
14,1700,14.2575,1.3e-05,9.7351,9.5588
14,1800,14.2727,1.3e-05,9.3812,9.5561
14,1900,14.2878,1.3e-05,9.3735,9.5565
14,2000,14.3030,1.3e-05,9.4472,9.5568
14,2100,14.3181,1.3e-05,9.5771,9.5588
14,2200,14.3333,1.3e-05,9.4087,9.5585
14,2300,14.3484,1.3e-05,9.5922,9.5597
14,2400,14.3636,1.3e-05,9.4591,9.5597
14,2500,14.3787,1.3e-05,9.5611,9.5577
14,2600,14.3939,1.3e-05,9.3827,9.5557
14,2700,14.4090,1.3e-05,9.3439,9.5576
14,2800,14.4242,1.3e-05,9.3226,9.5553
14,2900,14.4393,1.3e-05,9.6714,9.5539
14,3000,14.4545,1.3e-05,9.3266,9.5532
14,3100,14.4696,1.3e-05,9.3422,9.5523
14,3200,14.4848,1.3e-05,9.5181,9.5508
14,3300,14.4999,1.3e-05,9.5032,9.5508
14,3400,14.5151,1.3e-05,9.2744,9.5491
14,3500,14.5302,1.3e-05,9.5079,9.549
14,3600,14.5454,1.3e-05,9.459,9.5469
14,3700,14.5605,1.3e-05,9.5184,9.5466
14,3800,14.5757,1.3e-05,9.3206,9.5442
14,3900,14.5908,1.3e-05,9.5281,9.5451
14,4000,14.6060,1.3e-05,9.3158,9.5458
14,4100,14.6211,1.3e-05,9.3966,9.5444
14,4200,14.6363,1.3e-05,9.6298,9.5452
14,4300,14.6514,1.3e-05,9.3098,9.5452
14,4400,14.6666,1.3e-05,9.2972,9.5435
14,4500,14.6817,1.3e-05,9.3829,9.5435
14,4600,14.6969,1.3e-05,9.2983,9.541
14,4700,14.7120,1.3e-05,9.4267,9.5401
14,4800,14.7272,1.3e-05,9.3136,9.5395
14,4900,14.7423,1.3e-05,9.4293,9.5401
14,5000,14.7575,1.3e-05,9.5555,9.5389
14,5100,14.7726,1.3e-05,9.2302,9.5387
14,5200,14.7878,1.3e-05,9.5591,9.5372
14,5300,14.8029,1.3e-05,9.401,9.5364
14,5400,14.8181,1.3e-05,9.4635,9.5372
14,5500,14.8332,1.3e-05,9.4905,9.5398
14,5600,14.8484,1.3e-05,9.3869,9.5389
14,5700,14.8635,1.3e-05,9.3872,9.5389
14,5800,14.8787,1.3e-05,9.5605,9.5376
14,5900,14.8938,1.3e-05,9.3487,9.5376
14,6000,14.9090,1.3e-05,9.5448,9.539
14,6100,14.9241,1.3e-05,9.6245,9.5385
14,6200,14.9393,1.3e-05,9.3867,9.5386
14,6300,14.9544,1.3e-05,9.4614,9.5376
14,6400,14.9696,1.3e-05,9.372,9.536
14,6500,14.9847,1.3e-05,9.4506,9.536
14,6600,14.9998,1.3e-05,9.4504,9.5357
15,0,15.0000,1.3e-05,9.7296,9.7296
15,100,15.0151,1.3e-05,9.4292,9.5509
15,200,15.0303,1.3e-05,9.5461,9.6121
15,300,15.0454,1.3e-05,9.5095,9.5923
15,400,15.0606,1.3e-05,9.5438,9.5766
15,500,15.0757,1.3e-05,9.4974,9.5587
15,600,15.0909,1.3e-05,9.2724,9.5536
15,700,15.1060,1.3e-05,9.3868,9.5585
15,800,15.1212,1.3e-05,9.6678,9.5494
15,900,15.1363,1.3e-05,9.4577,9.5461
15,1000,15.1515,1.3e-05,9.4532,9.5449
15,1100,15.1666,1.3e-05,9.5282,9.5419
15,1200,15.1818,1.3e-05,9.4887,9.539
15,1300,15.1969,1.3e-05,9.4387,9.5368
15,1400,15.2121,1.3e-05,9.6402,9.5348
15,1500,15.2272,1.3e-05,9.3065,9.5401
15,1600,15.2424,1.3e-05,9.5446,9.5373
15,1700,15.2575,1.3e-05,9.4379,9.535
15,1800,15.2727,1.3e-05,9.4162,9.5339
15,1900,15.2878,1.3e-05,9.6299,9.5356
15,2000,15.3030,1.3e-05,9.3552,9.5371
15,2100,15.3181,1.3e-05,9.4072,9.537
15,2200,15.3333,1.3e-05,9.3468,9.5345
15,2300,15.3484,1.3e-05,9.4266,9.5346
15,2400,15.3636,1.3e-05,9.3205,9.5316
15,2500,15.3787,1.3e-05,9.3483,9.5313
15,2600,15.3939,1.3e-05,9.3966,9.5282
15,2700,15.4090,1.3e-05,9.403,9.5274
15,2800,15.4242,1.3e-05,9.5689,9.5305
15,2900,15.4393,1.3e-05,9.3947,9.5282
15,3000,15.4545,1.3e-05,9.5117,9.5273
15,3100,15.4696,1.3e-05,9.578,9.5267
15,3200,15.4848,1.3e-05,9.5072,9.5261
15,3300,15.4999,1.3e-05,9.5239,9.5269
15,3400,15.5151,1.3e-05,9.4805,9.5269
15,3500,15.5302,1.3e-05,9.4086,9.5282
15,3600,15.5454,1.3e-05,9.4447,9.526
15,3700,15.5605,1.3e-05,9.3887,9.525
15,3800,15.5757,1.3e-05,9.5658,9.5238
15,3900,15.5908,1.3e-05,9.4658,9.5231
15,4000,15.6060,1.3e-05,9.5666,9.525
15,4100,15.6211,1.3e-05,9.4702,9.5229
15,4200,15.6363,1.3e-05,9.4438,9.5222
